transf_loc,sku,primary_voltage,size_kva,transformer_age,customers,percent_lol,consecutive_months_overloaded,loss_of_life,max_overload,life_expectancy_at_conditions,date_max_overload,IEEE C57.91 Temp/Loading Flags
T 9866,91365,27.6kV,75,4,7,3.82025E-06,0,0.000133669,20.25,35,2021-08-08 0:00,
T 9347,91350,27.6kV,25,29,1,3.81774E-06,0,0.000133581,4.93,35,2021-10-28 0:00,
T 11396,91350,27.6kV,25,8,1,3.81771E-06,0,0.00013358,5.69,35,2021-10-13 0:00,
T 10740,91350,27.6kV,75,16,1,3.81727E-06,0,0.000133564,12.75,35,2021-08-11 0:00,
T 10858,91370,27.6kV,100,15,20,3.81709E-06,0,0.000133558,31,35,2021-08-22 0:00,
TE 4708,90710,27.6kV,150,43,3,3.81613E-06,0,0.000133524,45,35,2021-07-05 0:00,
T 8882,91350,27.6kV,25,31,1,3.81593E-06,0,0.000133517,6.09,35,2021-10-25 0:00,
T 7783,91536,8.32kV,25,45,1,3.81587E-06,0,0.000133515,24.8,35,2022-03-27 0:00,
T 10145,91360,27.6kV,50,33,4,3.81336E-06,0,0.000133428,10.78,35,2022-02-13 0:00,
T 8575,91350,27.6kV,25,48,3,3.81246E-06,0,0.000133396,1.32,35,2021-11-23 0:00,
T 11393,91350,27.6kV,25,8,1,3.81002E-06,0,0.000133311,2.16,35,2021-11-05 0:00,
T 8639,91350,27.6kV,25,38,1,3.80874E-06,0,0.000133266,1,35,2021-05-18 0:00,
T 11747,91350,27.6kV,75,5,1,3.80809E-06,0,0.000133243,4.5,35,2021-06-28 0:00,
T 3979,91070,4.16kV,75,8,1,3.80774E-06,0,0.000133231,12,35,2021-06-05 0:00,
T 8744,91350,27.6kV,25,32,1,3.80689E-06,0,0.000133201,4.12,35,2022-04-03 0:00,
T 8608,91365,27.6kV,225,28,5,3.80652E-06,0,0.000133188,45,35,2021-08-11 0:00,
T 8286,91350,27.6kV,25,44,1,3.80456E-06,0,0.00013312,0.83,35,2022-04-24 0:00,
T 10561,91410,27.6kV,150,19,2,3.80383E-06,0,0.000133094,21,35,2021-07-29 0:00,
T 7246,91536,8.32kV,25,50,2,3.80258E-06,0,0.00013305,8.83,35,2021-10-10 0:00,
T 10680,91350,27.6kV,25,2,1,3.80082E-06,0,0.000132989,1.4,35,2022-02-03 0:00,
T 11684,91458,27.6kV,75,6,3,3.80075E-06,0,0.000132986,18,35,2021-08-20 0:00,
T 5277,91085,4.16kV,75,20,3,3.80036E-06,0,0.000132973,33,35,2021-07-06 0:00,
T 10020,91350,27.6kV,25,26,1,3.80019E-06,0,0.000132967,6.5,35,2021-05-05 0:00,
T 8673,91350,27.6kV,25,11,1,3.79979E-06,0,0.000132953,5.66,35,2022-01-22 0:00,
T 8327,91350,27.6kV,25,43,1,3.79959E-06,0,0.000132946,4.95,35,2021-10-23 0:00,
T 9805,91360,27.6kV,50,15,1,3.79948E-06,0,0.000132942,9,35,2021-07-14 0:00,
T 8152,91365,27.6kV,225,48,11,3.79458E-06,0,0.000132771,65.25,35,2021-08-26 0:00,
T 11871,91350,27.6kV,25,4,1,3.79413E-06,0,0.000132755,8.18,35,2022-02-09 0:00,
T 8883,91350,27.6kV,25,3,1,3.79358E-06,0,0.000132735,3,35,2021-08-19 0:00,
T 12022,91350,27.6kV,25,2,2,3.79347E-06,0,0.000132732,6.38,35,2022-01-07 0:00,
T 11775,91350,27.6kV,75,5,13,3.7929E-06,0,0.000132712,6.75,35,2021-05-13 0:00,
T 8276,91360,27.6kV,150,15,4,3.7881E-06,0,0.000132544,31.5,35,2021-07-29 0:00,
T 5903,91080,4.16kV,50,20,1,3.78617E-06,0,0.000132476,6.66,35,2022-03-12 0:00,
T 7718,91358,8.32kV,25,34,1,3.78562E-06,0,0.000132457,7.25,35,2021-09-15 0:00,
T 5200,91080,4.16kV,50,20,2,3.78471E-06,0,0.000132425,3.5,35,2021-06-28 0:00,
T 10751,91400,27.6kV,75,20,1,3.78466E-06,0,0.000132423,36,35,2021-08-29 0:00,
T 10833,91350,27.6kV,75,14,1,3.78415E-06,0,0.000132406,5.8425,35,2021-11-25 0:00,
T 10094,91363,27.6kV,50,34,2,3.78387E-06,0,0.000132396,10.15,35,2022-02-08 0:00,
T 8783,91350,27.6kV,25,19,2,3.78365E-06,0,0.000132388,2.69,35,2021-11-27 0:00,
T 11914,91425,27.6kV,501,3,1,3.78306E-06,0,0.000132367,129.6087,35,2022-01-21 0:00,
T 9115,91360,27.6kV,150,9,2,3.78234E-06,0,0.000132342,19.5,35,2021-06-28 0:00,
TE 1384,90448,27.6kV,75,22,2,3.78083E-06,0,0.000132289,50.25,35,2021-05-18 0:00,
T 11741,91350,27.6kV,25,5,1,3.78068E-06,0,0.000132284,3.5,35,2021-06-25 0:00,
T 8647,91363,27.6kV,50,33,1,3.78065E-06,0,0.000132283,22.2,35,2021-11-18 0:00,
T 11370,91350,27.6kV,75,9,1,3.78011E-06,0,0.000132264,4.98,35,2022-04-02 0:00,
T 9506,91410,27.6kV,150,29,1,3.7801E-06,0,0.000132264,23.28,35,2022-02-28 0:00,
T 11946,91350,27.6kV,25,2,2,3.7793E-06,0,0.000132236,6.42,35,2022-03-29 0:00,
T 11970,91350,27.6kV,25,2,1,3.779E-06,0,0.000132225,0.75,35,2021-07-15 0:00,
T 11594,91350,27.6kV,75,7,1,3.77878E-06,0,0.000132218,2.25,35,2021-05-01 0:00,
T 8226,91350,27.6kV,75,45,2,3.77802E-06,0,0.000132191,4.6875,35,2022-04-02 0:00,
T 11096,91360,27.6kV,150,10,1,3.77738E-06,0,0.000132169,19.5,35,2021-07-06 0:00,
T 11379,91360,27.6kV,150,8,2,3.77723E-06,0,0.000132163,45.06,35,2022-01-28 0:00,
T 102,91070,4.16kV,75,7,1,3.77705E-06,0,0.000132157,13.5,35,2021-08-24 0:00,
TE 6080,90570,27.6kV,100,44,3,3.77441E-06,0,0.000132065,15,35,2021-08-29 0:00,
T 8046,91363,27.6kV,50,34,4,3.77406E-06,0,0.000132052,11,35,2021-06-28 0:00,
T 8897,91350,27.6kV,25,31,1,3.77348E-06,0,0.000132032,2.25,35,2022-01-15 0:00,
T 5904,91080,4.16kV,50,34,1,3.77335E-06,0,0.000132028,7.3,35,2022-01-30 0:00,
T 9,91080,4.16kV,50,34,2,3.77332E-06,0,0.000132026,6.16,35,2022-03-13 0:00,
T 9801,91360,27.6kV,150,25,3,3.77327E-06,0,0.000132025,34.5,35,2021-08-21 0:00,
T 8424,91350,27.6kV,25,4,1,3.77135E-06,0,0.000131958,0.37,35,2022-01-15 0:00,
T 9904,91420,27.6kV,300,21,4,3.77016E-06,0,0.000131916,99,35,2021-08-11 0:00,
T 11504,91350,27.6kV,25,2,1,3.76935E-06,0,0.000131888,2.1,35,2022-01-11 0:00,
T 11481,91350,27.6kV,25,7,1,3.76922E-06,0,0.000131883,0.31,35,2022-02-23 0:00,
T 8550,91350,27.6kV,25,8,1,3.76911E-06,0,0.000131879,0.43,35,2021-12-12 0:00,
T 10814,91425,27.6kV,501,16,1,3.76888E-06,0,0.000131871,57.8154,35,2022-04-28 0:00,
T 8325,91360,27.6kV,150,33,6,3.76882E-06,0,0.000131869,24.435,35,2022-01-06 0:00,
T 8828,91360,27.6kV,150,31,1,3.76852E-06,0,0.000131859,21,35,2021-06-08 0:00,
T 11330,91350,27.6kV,75,9,1,3.76785E-06,0,0.000131835,5.2275,35,2022-03-07 0:00,
T 9379,91350,27.6kV,75,3,1,3.76775E-06,0,0.000131832,5.055,35,2021-11-03 0:00,
T 9019,91350,27.6kV,25,7,1,3.76745E-06,0,0.000131821,1.52,35,2022-01-11 0:00,
T 10893,91360,27.6kV,50,3,1,3.76744E-06,0,0.000131821,13.6,35,2021-10-10 0:00,
T 8205,91370,27.6kV,300,53,6,3.76715E-06,0,0.000131811,81.15,35,2022-01-11 0:00,
T 11402,91350,27.6kV,25,8,1,3.76662E-06,0,0.000131792,0.34,35,2022-01-29 0:00,
T 11710,91410,27.6kV,150,5,1,3.76599E-06,0,0.00013177,21.93,35,2022-02-07 0:00,
T 8941,91350,27.6kV,25,30,1,3.76553E-06,0,0.000131754,0.75,35,2021-06-06 0:00,
T 8163,91360,27.6kV,150,4,1,3.76552E-06,0,0.000131754,28.08,35,2022-01-31 0:00,
T 8450,91365,27.6kV,225,37,4,3.76533E-06,0,0.000131747,81.4725,35,2021-10-20 0:00,
T 9548,91350,27.6kV,25,11,1,3.76502E-06,0,0.000131736,2.64,35,2022-01-29 0:00,
T 5246,91070,4.16kV,25,22,1,3.76498E-06,0,0.000131735,6.17,35,2021-10-18 0:00,
T 9672,91350,27.6kV,25,34,1,3.76336E-06,0,0.000131678,1.4,35,2022-01-29 0:00,
T 9346,91350,27.6kV,25,34,1,3.76279E-06,0,0.000131658,0.25,35,2021-05-01 0:00,
T 10564,91425,27.6kV,501,19,3,3.76274E-06,0,0.000131656,76.4025,35,2022-02-18 0:00,
T 11916,91350,27.6kV,25,3,1,3.76254E-06,0,0.000131649,0.25,35,2021-05-15 0:00,
T 8106,91425,27.6kV,501,42,1,3.76067E-06,0,0.000131584,90.6309,35,2021-12-07 0:00,
T 8927,91350,27.6kV,25,30,1,3.76066E-06,0,0.000131584,0.09,35,2022-04-01 0:00,
T 10061,91350,27.6kV,25,11,1,3.75949E-06,0,0.000131543,0.1525,35,2022-01-29 0:00,
T 10263,91350,27.6kV,25,11,1,3.75949E-06,0,0.000131543,0.155,35,2022-01-29 0:00,
T 10037,91350,27.6kV,25,11,1,3.75949E-06,0,0.000131543,0.21,35,2022-02-12 0:00,
T 10091,91350,27.6kV,25,14,1,3.75944E-06,0,0.000131541,0.0825,35,2022-01-29 0:00,
T 8711,91360,27.6kV,50,29,2,3.75709E-06,0,0.000131459,9,35,2021-05-06 0:00,
T 10093,91360,27.6kV,50,34,3,3.75563E-06,0,0.000131408,11.75,35,2022-02-13 0:00,
T 11708,91410,27.6kV,150,5,1,3.75316E-06,0,0.000131321,10.98,35,2022-01-27 0:00,
T 9332,91360,27.6kV,150,28,1,3.75254E-06,0,0.0001313,15,35,2021-05-21 0:00,
TE 9234,90608,27.6kV,100,2,12,3.74985E-06,0,0.000131205,44.47,35,2021-12-09 0:00,
T 10095,91425,27.6kV,501,34,2,3.74984E-06,0,0.000131205,158.7168,35,2022-01-27 0:00,
T 11290,91360,27.6kV,150,11,1,3.74823E-06,0,0.000131149,19.5,35,2021-07-06 0:00,
T 123,91080,4.16kV,50,61,1,3.74752E-06,0,0.000131124,3.5,35,2021-06-12 0:00,
T 10180,91360,27.6kV,50,48,5,3.74729E-06,0,0.000131116,10.26,35,2022-01-21 0:00,
T 7810,91536,8.32kV,25,11,1,3.74673E-06,0,0.000131096,21.75,35,2021-05-28 0:00,
T 10596,91420,27.6kV,300,18,1,3.74611E-06,0,0.000131074,129.24,35,2022-01-20 0:00,
T 11517,91410,27.6kV,150,7,1,3.74599E-06,0,0.00013107,10.275,35,2022-03-07 0:00,
T 7039,91358,8.32kV,25,38,1,3.74341E-06,0,0.00013098,8.43,35,2021-10-24 0:00,
T 11341,91400,27.6kV,75,9,1,3.74218E-06,0,0.000130937,10.2375,35,2022-02-14 0:00,
T 8716,91410,27.6kV,150,33,1,3.74156E-06,0,0.000130915,18,35,2021-05-05 0:00,
T 5981,91170,4.16kV,150,3,1,3.7383E-06,0,0.000130801,19.5,35,2021-05-12 0:00,
T 11034,91360,27.6kV,150,12,2,3.73823E-06,0,0.000130799,24,35,2021-05-20 0:00,
TE 3351,90470,27.6kV,300,43,1,3.73823E-06,0,0.000130799,54,35,2021-08-21 0:00,
T 5665,91085,4.16kV,75,56,1,3.73818E-06,0,0.000130797,24.8025,35,2021-12-25 0:00,
T 8896,91358,27.6kV,25,11,1,3.73774E-06,0,0.000130782,13.91,35,2022-01-11 0:00,
T 11083,91370,27.6kV,300,10,19,3.73682E-06,0,0.00013075,78,35,2021-06-28 0:00,
T 10866,91410,27.6kV,150,14,2,3.73655E-06,0,0.00013074,7.425,35,2021-12-13 0:00,
T 5808,91080,4.16kV,50,37,1,3.73525E-06,0,0.000130695,6.09,35,2021-11-22 0:00,
T 10125,91410,27.6kV,150,3,1,3.73312E-06,0,0.00013062,48,35,2021-07-05 0:00,
T 9907,91410,27.6kV,150,19,1,3.73137E-06,0,0.000130559,7.44,35,2021-11-23 0:00,
T 7609,91363,8.32kV,50,27,1,3.73061E-06,0,0.000130532,11.6,35,2022-01-10 0:00,
T 5753,91080,4.16kV,50,36,1,3.72963E-06,0,0.000130498,1.5,35,2021-09-12 0:00,
T 9663,91365,27.6kV,225,11,1,3.72923E-06,0,0.000130484,51.75,35,2021-06-29 0:00,
T 9505,91360,27.6kV,50,5,5,3.72844E-06,0,0.000130456,18.91,35,2022-04-24 0:00,
TE 7384,90713,27.6kV,150,17,1,3.72784E-06,0,0.000130435,37.5,35,2021-05-21 0:00,
T 8257,91410,27.6kV,150,6,1,3.72719E-06,0,0.000130413,0,35,2021-05-01 0:00,
T 8025,91363,27.6kV,50,32,3,3.72715E-06,0,0.000130411,7.5,35,2021-06-29 0:00,
T 9932,91358,27.6kV,25,37,1,3.72334E-06,0,0.000130278,8.6,35,2022-04-11 0:00,
T 10405,91400,27.6kV,75,23,1,3.72303E-06,0,0.000130267,13.8225,35,2022-01-27 0:00,
T 5292,91080,4.16kV,50,22,2,3.7229E-06,0,0.000130262,1.16,35,2021-10-15 0:00,
T 8434,91420,27.6kV,300,38,3,3.7227E-06,0,0.000130255,105,35,2021-08-11 0:00,
T 11433,91400,27.6kV,75,8,1,3.72118E-06,0,0.000130202,16.8975,35,2022-01-31 0:00,
T 8174,91360,27.6kV,50,23,2,3.72E-06,0,0.000130161,10.5,35,2021-06-29 0:00,
T 90,91180,4.16kV,300,8,1,3.71962E-06,0,0.000130148,102,35,2021-08-19 0:00,
T 7335,91536,8.32kV,25,47,1,3.71907E-06,0,0.000130128,10.38,35,2022-04-17 0:00,
T 9954,91360,27.6kV,50,12,1,3.71503E-06,0,0.000129987,5.5,35,2021-06-25 0:00,
T 10791,91425,27.6kV,501,15,1,3.71489E-06,0,0.000129982,64.7793,35,2021-08-12 0:00,
T 5826,91170,4.16kV,150,45,1,3.7102E-06,0,0.000129818,24.255,35,2022-03-23 0:00,
T 9395,91425,27.6kV,501,11,2,3.71016E-06,0,0.000129817,270.54,35,2021-07-30 0:00,
T 9136,91360,27.6kV,150,12,1,3.71014E-06,0,0.000129816,16.5,35,2021-07-12 0:00,
T 5898,91070,4.16kV,25,32,1,3.71011E-06,0,0.000129815,4.17,35,2022-01-13 0:00,
T 11879,91360,27.6kV,150,3,3,3.70755E-06,0,0.000129725,20.73,35,2022-03-23 0:00,
T 8403,91425,27.6kV,501,38,1,3.70649E-06,0,0.000129688,97.2942,35,2022-01-26 0:00,
T 8724,91360,27.6kV,150,32,1,3.7064E-06,0,0.000129685,20.565,35,2022-01-04 0:00,
TE 6367,90586,27.6kV,100,20,1,3.70629E-06,0,0.000129681,10.8,35,2021-11-26 0:00,
T 8528,91360,27.6kV,50,16,3,3.7053E-06,0,0.000129647,19.65,35,2022-01-26 0:00,
T 10704,91425,27.6kV,501,14,5,3.70464E-06,0,0.000129624,75.15,35,2021-08-26 0:00,
T 7391,91536,8.32kV,25,47,1,3.70416E-06,0,0.000129607,17.25,35,2021-08-22 0:00,
TE 3738,90470,27.6kV,300,42,9,3.69815E-06,0,0.000129396,54,35,2021-08-24 0:00,
T 9860,91358,27.6kV,25,37,1,3.69631E-06,0,0.000129332,4.2,35,2022-03-23 0:00,
T 8213,91425,27.6kV,501,7,2,3.69606E-06,0,0.000129323,75.15,35,2021-06-29 0:00,
T 5877,91070,4.16kV,25,2,1,3.69561E-06,0,0.000129307,5.78,35,2022-04-14 0:00,
T 8113,91363,27.6kV,150,42,5,3.69446E-06,0,0.000129267,22.5,35,2021-07-06 0:00,
T 9989,91360,27.6kV,50,6,2,3.69389E-06,0,0.000129247,13.25,35,2022-03-27 0:00,
T 8058,91425,27.6kV,501,43,2,3.69323E-06,0,0.000129224,70.8414,35,2021-11-15 0:00,
T 8620,91420,27.6kV,300,7,4,3.69238E-06,0,0.000129195,264.72,35,2021-10-20 0:00,
T 11478,91360,27.6kV,150,7,1,3.69202E-06,0,0.000129182,28.5,35,2021-05-25 0:00,
T 10437,91425,27.6kV,501,20,1,3.69056E-06,0,0.000129131,100.2,35,2021-07-02 0:00,
T 11675,91360,27.6kV,150,6,1,3.68914E-06,0,0.000129081,36.915,35,2021-12-09 0:00,
T 4888,91070,4.16kV,75,70,1,3.68868E-06,0,0.000129065,10.5,35,2021-07-06 0:00,
T 10177,91358,27.6kV,75,39,6,3.68824E-06,0,0.00012905,15,35,2021-07-07 0:00,
T 8068,91425,27.6kV,501,21,4,3.68639E-06,0,0.000128985,80.16,35,2021-08-24 0:00,
T 8768,91425,27.6kV,501,32,1,3.68522E-06,0,0.000128944,70.14,35,2021-06-29 0:00,
T 7502,91536,8.32kV,25,52,1,3.68457E-06,0,0.000128921,19.97,35,2022-01-25 0:00,
T 7485,91537,8.32kV,15,52,2,3.68196E-06,0,0.00012883,10.59,35,2021-12-04 0:00,
T 8580,91360,27.6kV,150,35,2,3.68044E-06,0,0.000128777,16.5,35,2021-06-29 0:00,
T 8355,91360,27.6kV,50,12,2,3.68032E-06,0,0.000128773,11.69,35,2022-01-29 0:00,
T 11471,91360,27.6kV,150,7,6,3.67681E-06,0,0.00012865,22.5,35,2021-07-14 0:00,
T 9454,91358,27.6kV,25,11,3,3.67678E-06,0,0.000128649,3.25,35,2021-05-05 0:00,
T 7367,91358,8.32kV,25,29,1,3.675E-06,0,0.000128587,5.96,35,2021-12-19 0:00,
T 26,91070,4.16kV,25,20,2,3.67414E-06,0,0.000128556,1.5,35,2021-06-25 0:00,
T 11355,91400,27.6kV,75,9,2,3.67279E-06,0,0.000128509,12.75,35,2021-05-04 0:00,
T 11120,91365,27.6kV,225,10,3,3.67166E-06,0,0.00012847,54,35,2021-06-29 0:00,
T 5684,91170,4.16kV,150,32,1,3.67054E-06,0,0.00012843,9.465,35,2022-01-10 0:00,
T 10136,91360,27.6kV,150,22,1,3.67042E-06,0,0.000128426,168,35,2021-11-16 0:00,
T 7537,91540,8.32kV,50,44,3,3.66935E-06,0,0.000128389,15.5,35,2021-07-23 0:00,
T 2110,91125,4.16kV,150,54,1,3.66843E-06,0,0.000128357,10.5,35,2021-07-05 0:00,
T 5894,91070,4.16kV,25,36,1,3.66637E-06,0,0.000128285,4.56,35,2021-12-30 0:00,
T 8675,91360,27.6kV,50,26,1,3.66609E-06,0,0.000128275,13,35,2021-08-22 0:00,
TE 8338,90467,27.6kV,225,10,1,3.66114E-06,0,0.000128101,126,35,2021-06-29 0:00,
T 8381,91425,27.6kV,501,9,5,3.66099E-06,0,0.000128096,60.12,35,2021-06-29 0:00,
T 9816,91360,27.6kV,150,24,1,3.66073E-06,0,0.000128087,18,35,2021-08-09 0:00,
T 10617,91375,27.6kV,167,27,28,3.65938E-06,0,0.00012804,70.14,35,2021-08-23 0:00,
T 5866,91070,4.16kV,25,23,1,3.65928E-06,0,0.000128036,5.72,35,2022-03-16 0:00,
T 7245,91324,8.32kV,25,68,1,3.65728E-06,0,0.000127966,6.86,35,2021-11-05 0:00,
T 9664,91370,27.6kV,100,29,4,3.65713E-06,0,0.000127961,25,35,2021-07-26 0:00,
T 8611,91360,27.6kV,150,34,1,3.65673E-06,0,0.000127947,46.5,35,2021-07-25 0:00,
T 8877,91358,27.6kV,25,11,1,3.65582E-06,0,0.000127915,9.29,35,2022-04-04 0:00,
T 7280,91358,8.32kV,25,39,1,3.65536E-06,0,0.000127899,7.18,35,2022-03-16 0:00,
T 9013,91358,27.6kV,25,11,1,3.65501E-06,0,0.000127887,6.75,35,2021-05-19 0:00,
TE 3371,90470,27.6kV,300,42,1,3.65432E-06,0,0.000127863,55.83,35,2022-02-14 0:00,
T 8823,91425,27.6kV,501,6,17,3.6522E-06,0,0.000127789,55.11,35,2021-06-29 0:00,
T 7473,91326,8.32kV,50,46,1,3.65135E-06,0,0.000127759,10,35,2022-01-15 0:00,
T 7230,91358,8.32kV,25,41,4,3.65063E-06,0,0.000127734,7.75,35,2022-03-12 0:00,
TE 6830,90713,27.6kV,150,22,1,3.64841E-06,0,0.000127656,52.5,35,2021-06-26 0:00,
T 5080,91125,4.16kV,150,54,3,3.64677E-06,0,0.000127599,12,35,2021-07-08 0:00,
T 7526,91358,8.32kV,25,35,1,3.6451E-06,0,0.00012754,7.65,35,2021-11-20 0:00,
T 7654,91544,8.32kV,100,22,2,3.64466E-06,0,0.000127525,52,35,2021-08-26 0:00,
T 5629,91170,4.16kV,150,10,1,3.64435E-06,0,0.000127514,10.545,35,2021-12-16 0:00,
T 7347,91537,8.32kV,15,122,1,3.64194E-06,0,0.00012743,9.3,35,2021-08-28 0:00,
T 11012,91420,27.6kV,300,12,10,3.64185E-06,0,0.000127427,72,35,2021-07-06 0:00,
T 4313,91070,4.16kV,25,62,1,3.64015E-06,0,0.000127367,0.75,35,2021-06-21 0:00,
T 10265,91360,27.6kV,50,22,2,3.6394E-06,0,0.000127341,16.16,35,2022-04-18 0:00,
T 9436,91425,27.6kV,501,36,3,3.63924E-06,0,0.000127335,60.12,35,2021-05-20 0:00,
T 9553,91360,27.6kV,150,10,1,3.63807E-06,0,0.000127294,18,35,2021-06-09 0:00,
T 11474,91360,27.6kV,150,7,3,3.63657E-06,0,0.000127242,15,35,2021-07-06 0:00,
T 8252,91370,27.6kV,300,44,6,3.63621E-06,0,0.000127229,69,35,2021-07-05 0:00,
TE 604,90713,27.6kV,150,2,2,3.63619E-06,0,0.000127228,27.015,35,2022-03-21 0:00,
T 8241,91360,27.6kV,150,49,1,3.63597E-06,0,0.000127221,15,35,2021-06-28 0:00,
T 4782,91070,4.16kV,25,3,1,3.63549E-06,0,0.000127204,0.75,35,2021-09-12 0:00,
T 291,91175,4.16kV,225,1,2,3.63532E-06,0,0.000127198,74.25,35,2021-08-26 0:00,
T 7130,91536,8.32kV,25,47,1,3.63481E-06,0,0.00012718,13.33,35,2021-12-19 0:00,
T 9774,91360,27.6kV,150,7,2,3.63479E-06,0,0.000127179,18,35,2021-08-25 0:00,
T 520,91070,4.16kV,25,7,2,3.63467E-06,0,0.000127175,1.5,35,2021-08-31 0:00,
T 106,91170,4.16kV,150,7,2,3.63381E-06,0,0.000127145,7.5,35,2021-09-08 0:00,
T 5554,91070,4.16kV,25,53,1,3.63295E-06,0,0.000127115,3.02,35,2021-12-01 0:00,
T 7533,91363,8.32kV,50,36,1,3.6329E-06,0,0.000127113,5.5,35,2021-07-27 0:00,
T 9985,91360,27.6kV,50,19,10,3.63149E-06,0,0.000127064,7.24,35,2022-01-23 0:00,
T 8651,91360,27.6kV,150,34,3,3.6311E-06,0,0.00012705,13.5,35,2021-06-04 0:00,
T 7433,91536,8.32kV,25,122,1,3.63003E-06,0,0.000127013,11.73,35,2021-11-21 0:00,
TE 3733,90452,27.6kV,112,40,1,3.62731E-06,0,0.000126918,53.76,35,2021-07-14 0:00,
T 7619,91358,8.32kV,25,37,1,3.62731E-06,0,0.000126918,3.75,35,2021-06-12 0:00,
T 8522,91360,27.6kV,150,37,1,3.62696E-06,0,0.000126906,24,35,2022-01-29 0:00,
T 8187,91370,27.6kV,300,47,7,3.62642E-06,0,0.000126887,68.25,35,2022-01-25 0:00,
T 11382,91400,27.6kV,75,6,1,3.62632E-06,0,0.000126883,24,35,2021-08-29 0:00,
T 9394,91425,27.6kV,501,1,3,3.62615E-06,0,0.000126877,45.09,35,2021-06-10 0:00,
T 8407,91363,27.6kV,150,19,1,3.62445E-06,0,0.000126818,21,35,2021-08-28 0:00,
T 8498,91358,27.6kV,25,26,1,3.6225E-06,0,0.000126749,7.2,35,2021-11-24 0:00,
T 8193,91360,27.6kV,50,27,1,3.61968E-06,0,0.000126651,6.77,35,2021-12-05 0:00,
T 8648,91358,27.6kV,25,38,1,3.61902E-06,0,0.000126628,9.21,35,2022-04-21 0:00,
T 8781,91358,27.6kV,25,32,1,3.61851E-06,0,0.00012661,6.31,35,2021-11-26 0:00,
T 8145,91400,27.6kV,75,27,1,3.6175E-06,0,0.000126575,10.08,35,2022-01-17 0:00,
T 9052,91360,27.6kV,150,41,3,3.6174E-06,0,0.000126571,15,35,2021-07-06 0:00,
T 5893,91540,4.16kV,50,43,1,3.61687E-06,0,0.000126552,35.2,35,2021-12-04 0:00,
T 10477,91360,27.6kV,50,22,3,3.61599E-06,0,0.000126522,2.08,35,2022-02-24 0:00,
T 558,91070,4.16kV,25,21,1,3.61523E-06,0,0.000126495,1.63,35,2022-01-14 0:00,
T 5764,91085,4.16kV,225,13,2,3.61484E-06,0,0.000126481,76.5,35,2021-06-30 0:00,
T 7773,91540,8.32kV,50,46,6,3.61472E-06,0,0.000126477,21.5,35,2021-08-22 0:00,
T 127,91070,4.16kV,25,61,2,3.61408E-06,0,0.000126455,0.5,35,2021-05-01 0:00,
T 8944,91358,27.6kV,25,38,1,3.61374E-06,0,0.000126443,4.95,35,2022-01-12 0:00,
T 7292,91326,8.32kV,50,51,1,3.6135E-06,0,0.000126434,8.2,35,2022-03-20 0:00,
T 11592,91472,27.6kV,75,6,2,3.61213E-06,0,0.000126386,12,35,2021-07-07 0:00,
T 8803,91365,27.6kV,225,32,2,3.61157E-06,0,0.000126367,42.75,35,2021-08-23 0:00,
T 7,91070,4.16kV,25,4,1,3.61103E-06,0,0.000126348,1.2,35,2022-01-11 0:00,
T 149,91170,4.16kV,150,2,1,3.61083E-06,0,0.000126341,3,35,2021-05-07 0:00,
T 11315,91360,27.6kV,150,9,2,3.6102E-06,0,0.000126319,12,35,2021-08-12 0:00,
T 10996,91400,27.6kV,75,9,1,3.60998E-06,0,0.000126312,22.2525,35,2022-02-23 0:00,
T 7726,91324,8.32kV,25,48,1,3.60908E-06,0,0.00012628,4.5,35,2021-08-21 0:00,
T 7329,91363,8.32kV,50,38,1,3.60871E-06,0,0.000126267,6.5,35,2021-06-09 0:00,
T 430,91070,4.16kV,25,60,1,3.6086E-06,0,0.000126263,0.27,35,2021-12-22 0:00,
T 28,91070,4.16kV,25,20,1,3.60847E-06,0,0.000126259,1.25,35,2022-03-23 0:00,
T 5868,91070,4.16kV,25,16,1,3.60798E-06,0,0.000126242,0.62,35,2021-12-11 0:00,
T 3544,91170,4.16kV,150,21,1,3.60764E-06,0,0.000126229,0.045,35,2021-10-08 0:00,
T 9966,91400,27.6kV,75,25,1,3.60727E-06,0,0.000126217,15,35,2021-08-30 0:00,
T 5723,91070,4.16kV,25,60,1,3.60647E-06,0,0.000126189,0.25,35,2021-06-13 0:00,
T 5325,91070,4.16kV,75,2,1,3.60578E-06,0,0.000126164,1.7625,35,2022-01-04 0:00,
T 15,91070,4.16kV,25,61,1,3.60576E-06,0,0.000126164,0.12,35,2021-10-08 0:00,
T 5769,91070,4.16kV,25,23,1,3.60555E-06,0,0.000126157,0.12,35,2022-02-25 0:00,
T 5971,91070,4.16kV,25,3,1,3.60553E-06,0,0.000126156,0.52,35,2022-02-17 0:00,
T 4391,91070,4.16kV,25,7,1,3.60552E-06,0,0.000126155,0,35,2021-05-01 0:00,
T 5593,91070,4.16kV,25,61,2,3.60552E-06,0,0.000126155,0,35,2021-05-01 0:00,
T 7007,91536,8.32kV,25,22,1,3.60427E-06,0,0.000126112,4.5,35,2021-08-22 0:00,
T 8282,91363,27.6kV,50,37,1,3.6039E-06,0,0.000126099,6,35,2021-07-17 0:00,
T 9010,91400,27.6kV,75,47,4,3.60261E-06,0,0.000126053,16.0275,35,2022-02-15 0:00,
T 8669,91358,27.6kV,25,19,1,3.6006E-06,0,0.000125983,7.55,35,2022-01-24 0:00,
